0,1097,240,501,465,48,228,181,143,138
1097,0,237,502,606,36,185,247,151,113
240,237,0,128,205,6,120,82,123,52
501,502,128,0,203,19,53,90,53,87
465,606,205,203,0,6,243,256,184,40
48,36,6,19,6,0,5,8,1,20
228,185,120,53,243,5,0,54,146,15
181,247,82,90,256,8,54,0,23,18
143,151,123,53,184,1,146,23,0,8
138,113,52,87,40,20,15,18,8,0
