0,478,108,220,180,37,83,41,43,82
478,0,118,270,393,10,73,146,71,24
108,118,0,49,66,0,55,13,54,21
220,270,49,0,102,2,17,32,19,38
180,393,66,102,0,1,113,114,112,4
37,10,0,2,1,0,0,0,0,2
83,73,55,17,113,0,0,10,73,0
41,146,13,32,114,0,10,0,6,2
43,71,54,19,112,0,73,6,0,1
82,24,21,38,4,2,0,2,1,0
