data,label
238625,0
238676,0
238701,0
238751,0
238854,0
238930,0
238958,0
239004,0
239007,0
239029,0
239109,0
239176,0
239187,0
239241,0
239312,0
239331,0
239445,0
239525,0
239711,0
239807,0
240026,0
240030,0
240069,0
240122,0
240171,0
240268,0
240357,0
240406,0
240454,0
240517,0
240581,0
240635,0
240745,0
240771,0
240787,0
240816,0
240914,0
241913,0
241935,0
242077,0
242146,0
242592,0
242613,0
242632,0
242636,0
245521,0
247900,0
250057,0
250076,0
250108,0
250252,0
250277,0
250320,0
250398,0
250420,0
250534,0
250700,0
250703,0
250727,0
250830,0
251246,0
251413,0
251438,0
251464,0
251708,0
252685,0
252791,0
252953,0
252983,0
252986,0
253050,0
253189,0
253465,0
253498,0
253510,0
253543,0
253722,0
253749,0
253765,0
258652,0
258687,0
258871,0
258898,0
259241,0
259823,0
260008,0
260287,0
260334,0
260494,0
260549,0
260574,0
261991,0
262122,0
262134,0
262170,0
263364,0
263966,0
264877,0
264943,0
265069,0
265185,0
265240,0
265329,0
265349,0
265524,0
265634,0
267418,0
267502,0
269622,0
269651,0
269672,0
269702,0
269710,0
269716,0
269736,0
269738,0
269758,0
269776,0
269795,0
269797,0
269811,0
269846,0
269878,0
269901,0
269908,0
269945,0
269955,0
270003,0
270041,0
270056,0
270072,0
270084,0
270132,0
270140,0
270146,0
270165,0
270189,0
270240,0
270305,0
270317,0
270335,0
270360,0
270406,0
270429,0
270454,0
270485,0
270504,0
270530,0
270579,0
270611,0
270651,0
270674,0
270733,0
270744,0
270808,0
270862,0
270876,0
270913,0
271017,0
271128,0
271144,0
271192,0
271253,0
271314,0
271362,0
271402,0
271429,0
271477,0
271527,0
271541,0
271578,0
271592,0
271603,0
271691,0
271780,0
271788,0
271812,0
271853,0
271884,0
271971,0
272087,0
272195,0
272255,0
272370,0
272424,0
272499,0
272638,0
273057,0
273267,0
273306,0
273398,0
273401,0
273469,0
273982,0
274001,0
274009,0
274043,0
274189,0
274422,0
275737,0
276263,0
276273,0
276426,0
276468,0
276501,0
276609,0
276732,0
276743,0
277603,0
277884,0
277938,0
277961,0
277967,0
278067,0
278079,0
278143,0
278185,0
278220,0
278295,0
278358,0
278396,0
278399,0
278433,0
278541,0
278574,0
278613,0
278728,0
278731,0
278774,0
278817,0
278854,0
278865,0
278913,0
278972,0
279609,0
279654,0
280813,0
280826,0
280891,0
281830,0
281901,0
281904,0
282634,0
282813,0
282816,0
282856,0
282909,0
282993,0
283011,0
283049,0
283069,0
283188,0
283226,0
283268,0
283380,0
283511,0
283543,0
283602,0
283689,0
283837,0
284081,0
284163,0
284256,0
284378,0
284476,0
284547,0
284561,0
284593,0
284689,0
284780,0
284890,0
284950,0
285024,0
285091,0
285260,0
285362,0
285375,0
285396,0
285430,0
285531,0
285960,0
286066,0
286075,0
286222,0
286254,0
286262,0
286341,0
286422,0
286431,0
286453,0
286474,0
286577,0
286731,0
286940,0
287041,0
287663,0
287927,0
288078,0
288198,0
288240,0
288265,0
288406,0
288485,0
288538,0
288583,0
289119,0
289537,0
289576,0
289631,0
289736,0
289781,0
289909,0
289917,0
290071,0
290271,0
290487,0
290553,0
290609,0
290667,0
290699,0
290775,0
290844,0
290859,0
290933,0
291147,0
291195,0
291293,0
291386,0
291541,0
291809,0
291908,0
291997,0
292194,0
292231,0
292410,0
292497,0
292546,0
292582,0
292722,0
292755,0
292786,0
292822,0
292852,0
292894,0
292980,0
292983,0
293018,0
293035,0
293051,0
293605,0
293793,0
293960,0
293994,0
294002,0
294083,0
294141,0
294169,0
294186,0
294247,0
294262,0
294410,0
294722,0
294758,0
294959,0
295040,0
295201,0
295937,0
296129,0
296140,0
296162,0
296186,0
296199,0
296252,0
296363,0
296594,0
296625,0
296681,0
297304,0
297852,0
298284,0
298437,0
298468,0
298703,0
298755,0
298810,0
299028,0
299138,0
299152,0
299224,0
299228,0
299308,0
299338,0
299374,0
299407,0
299842,0
300482,0
300582,0
300610,0
300959,0
300962,0
300994,0
301053,0
301056,0
301083,0
301114,0
301151,0
301168,0
301189,0
301238,0
301279,0
301604,0
301651,0
301800,0
302029,0
303195,0
303250,0
303301,0
303304,0
303520,0
303544,0
303983,0
304168,0
304211,0
304280,0
304356,0
304460,0
304547,0
304630,0
304736,0
304831,0
305135,0
305793,0
305981,0
306159,0
306518,0
306521,0
306561,0
306585,0
306647,0
306753,0
306771,0
306958,0
307041,0
307084,0
307108,0
307162,0
307266,0
307298,0
307337,0
307435,0
307494,0
307542,0
307558,0
307564,0
307582,0
307613,0
307627,0
307686,0
307728,0
308244,0
308270,0
308307,0
308421,0
308647,0
308833,0
308933,0
309302,0
309315,0
309355,0
309397,0
309412,0
309463,0
309565,0
309598,0
309624,0
309647,0
309667,0
309705,0
309737,0
309852,0
309891,0
309972,0
310034,0
310046,0
310089,0
310118,0
310153,0
310183,0
310267,0
310325,0
310461,0
310638,0
310666,0
310769,0
310831,0
310858,0
310891,0
310954,0
310983,0
311033,0
311071,0
311231,0
311246,0
311306,0
311514,0
311532,0
311569,0
311575,0
311887,0
311943,0
311953,0
312000,0
312036,0
312057,0
312157,0
312394,0
312434,0
312506,0
312549,0
312654,0
312748,0
312766,0
312832,0
312916,0
313078,0
313100,0
313569,0
313897,0
316316,0
316375,0
316438,0
316492,0
316552,0
316999,0
317081,0
317142,0
317190,0
317289,0
317486,0
317504,0
317549,0
317646,0
317709,0
317719,0
317756,0
317841,0
317871,0
317938,0
317971,0
317989,0
318038,0
318126,0
318346,0
318376,0
318410,0
318443,0
318473,0
318489,0
318545,0
318679,0
318790,0
318826,0
318829,0
318850,0
318874,0
318896,0
318927,0
319048,0
319096,0
319206,0
319244,0
319289,0
319303,0
319384,0
319410,0
319413,0
319474,0
319502,0
319507,0
319576,0
319619,0
319640,0
319645,0
319659,0
319757,0
320332,0
320360,0
320407,0
320656,0
322125,0
322576,0
322637,0
322673,0
322823,0
322916,0
322954,0
322990,0
323282,0
323349,0
323812,0
324248,0
324651,0
324670,0
325117,0
325160,0
325185,0
325222,0
325268,0
325375,0
325378,0
325397,0
325511,0
325514,0
325578,0
325594,0
325616,0
325649,0
325686,0
325754,0
325793,0
325828,0
325863,0
325879,0
325909,0
325932,0
325977,0
326011,0
326046,0
326115,0
326170,0
326257,0
326310,0
326368,0
326389,0
326438,0
326492,0
326522,0
326558,0
326753,0
326804,0
326904,0
326948,0
326975,0
327019,0
327032,0
327054,0
327075,0
327096,0
327118,0
327212,0
327227,0
327322,0
327374,0
327378,0
327452,0
327518,0
327586,0
327592,0
327616,0
327726,0
327776,0
327806,0
327838,0
327874,0
327885,0
327896,0
327907,0
327966,0
328032,0
328115,0
328179,0
328240,0
328408,0
328478,0
329274,0
329558,0
333141,0
333190,0
333459,0
334691,0
342954,0
348347,0
351797,0
352004,0
352044,0
352079,0
352095,0
352130,0
352216,0
352273,0
352277,0
352300,0
352341,0
352413,0
352447,0
352530,0
352633,0
352704,0
353153,0
353294,0
353312,0
353341,0
353386,0
353419,0
353516,0
353530,0
353897,0
353970,0
354026,0
354083,0
354144,0
354188,0
354268,0
354300,0
354554,0
354559,0
356934,0
356960,0
357257,0
358790,0
358905,0
359722,0
360178,0
360289,0
360327,0
360420,0
360643,0
360661,0
360722,0
360805,0
360926,0
361100,0
361119,0
361177,0
361205,0
361340,0
361402,0
361455,0
361458,0
361546,0
361708,0
361735,0
361770,0
361859,0
361877,0
361977,0
362076,0
362114,0
362222,0
362249,0
362381,0
362618,0
362670,0
362707,0
362722,0
362742,0
362765,0
362986,0
363039,0
363072,0
363108,0
363138,0
363152,0
363158,0
363245,0
363348,0
363442,0
363899,0
363902,0
364004,0
364057,0
364379,0
364382,0
364436,0
364504,0
364526,0
364554,0
364582,0
364591,0
364621,0
364696,0
364736,0
364781,0
364862,0
364905,0
364908,0
364929,0
364933,0
364954,0
364958,0
364975,0
364999,0
365003,0
365031,0
365057,0
365081,0
365102,0
365113,0
365119,0
365141,0
365160,0
365204,0
365270,0
365295,0
365364,0
365402,0
365514,0
365539,0
365567,0
365587,0
365680,0
365752,0
365776,0
365798,0
365836,0
365853,0
365866,0
365899,0
365914,0
365940,0
365949,0
365980,0
365995,0
366061,0
366112,0
366121,0
366152,0
366168,0
366240,0
366286,0
366369,0
366391,0
366397,0
366443,0
366466,0
366479,0
366501,0
366515,0
366557,0
366592,0
366644,0
366749,0
366758,0
366776,0
366815,0
366866,0
366944,0
366986,0
367187,0
367254,0
367351,0
367451,0
367495,0
367580,0
367614,0
367649,0
367692,0
367719,0
367749,0
367797,0
367828,0
367912,0
367936,0
368014,0
368030,0
368038,0
368062,0
368102,0
368187,0
368205,0
368248,0
368375,0
368577,0
368604,0
368625,0
368652,0
368659,0
368700,0
368733,0
368755,0
368826,0
368892,0
368904,0
368907,0
368929,0
368967,0
369070,0
369083,0
369110,0
369122,0
369169,0
369251,0
369286,0
369297,0
369328,0
369331,0
369370,0
369382,0
369399,0
369407,0
369449,0
369478,0
369509,0
369569,0
369663,0
369703,0
369728,0
369782,0
369932,0
370087,0
370108,0
370156,0
370234,0
370252,0
370403,0
370501,0
370510,0
370872,0
371028,0
371130,0
371190,0
371311,0
371352,0
371407,0
371409,0
371472,0
371541,0
371557,0
371631,0
371808,0
371886,0
371958,0
371975,0
372414,0
372446,0
372466,0
374171,0
374219,0
374279,0
374434,0
374463,0
374538,0
374561,0
374601,0
374660,0
374689,0
374693,0
374714,0
374723,0
374730,0
374764,0
374767,0
374776,0
374808,0
374839,0
374854,0
374899,0
374918,0
374928,0
374947,0
374997,0
375081,0
376138,0
376168,0
376176,0
376200,0
376311,0
376329,0
377052,0
377098,0
377222,0
377227,0
377286,0
377296,0
377336,0
377390,0
378155,0
378354,0
378495,0
378510,0
378544,0
378597,0
378652,0
378694,0
378762,0
378828,0
378872,0
378892,0
379020,0
379077,0
379088,0
379130,0
380076,0
380285,0
380729,0
380949,0
380998,0
381050,0
381081,0
381435,0
381618,0
382221,0
382282,0
382286,0
382294,0
382302,0
382312,0
382656,0
383709,0
387052,0
387081,0
387193,0
387317,0
387716,0
387747,0
387772,0
387795,0
387813,0
387828,0
387842,0
387924,0
387927,0
387945,0
387995,0
388016,0
388075,0
388131,0
388185,0
388188,0
388216,0
388231,0
388250,0
388301,0
388337,0
388417,0
388426,0
388447,0
388531,0
388580,0
388591,0
388609,0
388640,0
388711,0
388771,0
388805,0
388821,0
388921,0
388942,0
388963,0
388980,0
389084,0
389151,0
389172,0
389215,0
389285,0
389412,0
389428,0
389434,0
389497,0
389555,0
390198,0
397709,0
397740,0
397818,0
398371,0
402169,0
403554,0
404460,0
404949,0
404952,0
404990,0
405043,0
406224,0
406255,0
406293,0
408851,0
410883,0
414289,0
414328,0
414334,0
414354,0
414516,0
414557,0
414606,0
414649,0
414665,0
414684,0
414694,0
414702,0
414739,0
414786,0
414844,0
414964,0
415101,0
415132,0
415234,0
415237,0
415249,0
415252,0
415278,0
415300,0
415326,0
415355,0
415375,0
415392,0
415411,0
415871,0
416097,0
416099,0
416255,0
416318,0
416340,0
416382,0
416411,0
416413,0
416511,0
416579,0
416631,0
416648,0
416671,0
416891,0
416894,0
416948,0
417034,0
417071,0
417121,0
417190,0
417243,0
417248,0
417271,0
417299,0
417393,0
417430,0
417689,0
417770,0
417829,0
417855,0
417893,0
418011,0
418055,0
418163,0
418294,0
418303,0
418375,0
418455,0
418555,0
418782,0
418851,0
418867,0
418896,0
418955,0
418991,0
419018,0
419037,0
419192,0
419245,0
419257,0
419397,0
419420,0
419460,0
419541,0
419612,0
419694,0
419726,0
419768,0
419785,0
419839,0
419987,0
420019,0
420081,0
420099,0
420134,0
420195,0
420931,0
420944,0
421864,0
421872,0
421927,0
422016,0
422034,0
422102,0
422124,0
422563,0
422589,0
422721,0
422892,0
423020,0
423206,0
423234,0
423569,0
423974,0
424319,0
424339,0
424390,0
424448,0
424472,0
424534,0
424536,0
424557,0
424567,0
424569,0
424648,0
424681,0
424687,0
424702,0
424752,0
424837,0
424876,0
424919,0
424947,0
424981,0
425003,0
425030,0
425304,0
425311,0
425326,0
425345,0
425372,0
425392,0
425437,0
425446,0
425464,0
425483,0
425670,0
425732,0
425759,0
425794,0
425874,0
425877,0
425908,0
425989,0
426057,0
426102,0
426186,0
426243,0
426318,0
426363,0
426366,0
426383,0
426389,0
426399,0
426415,0
426432,0
426472,0
426474,0
426525,0
426782,0
426785,0
426850,0
426869,0
426944,0
426988,0
427028,0
427062,0
427092,0
427144,0
427166,0
427168,0
427189,0
428730,0
428750,0
428771,0
428780,0
428850,0
428875,0
428903,0
428958,0
428996,0
429018,0
429101,0
429134,0
429157,0
429194,0
429236,0
429333,0
429431,0
429472,0
429531,0
429919,0
429948,0
430004,0
430243,0
430757,0
430902,0
430905,0
430973,0
431098,0
431212,0
431230,0
431299,0
431398,0
439762,0
441103,0
441436,0
441465,0
442017,0
442020,0
442070,0
442116,0
442133,0
442152,0
442255,0
442320,0
442370,0
442390,0
442400,0
442431,0
442462,0
442470,0
442484,0
442705,0
442723,0
442754,0
442790,0
442801,0
442959,0
443003,0
443056,0
443105,0
444800,0
444804,0
444878,0
444887,0
444902,0
444944,0
444981,0
445039,0
445086,0
445125,0
445151,0
445274,0
445729,0
446105,0
446143,0
446269,0
446522,0
446593,0
446663,0
446694,0
446927,0
446952,0
446981,0
447020,0
447049,0
447067,0
447258,0
447665,0
447680,0
447961,0
447985,0
448030,0
448079,0
448124,0
448188,0
448227,0
448284,0
448312,0
448428,0
448469,0
448504,0
448521,0
448553,0
448600,0
448638,0
448689,0
448707,0
448729,0
449007,0
449010,0
449052,0
449098,0
449101,0
449114,0
449135,0
449196,0
449212,0
449252,0
449260,0
449288,0
449310,0
449338,0
449407,0
449424,0
449462,0
449479,0
449542,0
449554,0
449790,0
449801,0
449846,0
449879,0
450090,0
450127,0
450159,0
450174,0
450224,0
450229,0
450240,0
450314,0
450318,0
450342,0
450364,0
450397,0
450429,0
450439,0
450497,0
450533,0
450546,0
450583,0
450590,0
450613,0
450682,0
450684,0
450748,0
450751,0
450764,0
450884,0
450895,0
450909,0
450934,0
450945,0
450961,0
450981,0
450983,0
451086,0
451109,0
451150,0
451161,0
451191,0
451221,0
451270,0
451273,0
451292,0
451333,0
451342,0
451400,0
451463,0
451495,0
451535,0
451588,0
451639,0
451726,0
452439,0
452470,0
452496,0
452633,0
452873,0
453000,0
453011,0
453131,0
453257,0
453381,0
453474,0
453701,0
453807,0
453873,0
453881,0
454013,0
454049,0
454066,0
456279,0
456309,0
456366,0
456408,0
456468,0
456496,0
456505,0
456744,0
456747,0
456789,0
456978,0
457337,0
457340,0
457385,0
457517,0
461108,0
461944,0
462150,0
462231,0
462240,0
462293,0
462345,0
462453,0
463880,0
464452,0
465290,0
465317,0
465328,0
465345,0
465367,0
465448,0
466251,0
466678,0
467088,0
467096,0
467113,0
467192,0
467207,0
467229,0
467273,0
467366,0
467372,0
468639,0
469636,0
470799,0
471832,0
471868,0
472357,0
472379,0
472410,0
472419,0
472428,0
472484,0
472488,0
472544,0
472556,0
472634,0
472739,0
472758,0
472772,0
472804,0
472854,0
472856,0
472898,0
474317,0
474320,0
474354,0
474357,0
474519,0
474540,0
474572,0
474613,0
474640,0
474642,0
474720,0
474755,0
474795,0
